module,type,name,res_id,src,value,comments
account,selection,"res.company,tax_calculation_rounding_method",0,Round per Line,Redondear por línea,
account,model_terms,"ir.ui.view,arch_db",account.rounding_form_view,Rounding Form,Formulario de Redondeo,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__is_rounding_line,Rounding Line,Línea de Redondeo,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__rounding_method,Rounding Method,Método redondeo,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__rounding,Rounding Precision,Precisión de redondeo,
account,model,"ir.model.fields,field_description",account.field_account_cash_rounding__strategy,Rounding Strategy,Estrategia de Redondeo,
account,model_terms,"ir.ui.view,arch_db",account.rounding_tree_view,Rounding Tree,Árbol de Redondeo,
account,code,addons/account/static/src/xml/account_reconciliation.xml,134,Run,Ejecutar,openerp-web
account,model,"ir.model.fields,field_description",account.field_res_config_settings__module_account_sepa,SEPA Credit Transfer (SCT),Transferencia SEPA de crédito (SCT),
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,SEPA Direct Debit (SDD),SEPA Direct Debit (SDD),
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,SEPA QR Code,SEPA QR Code,
account,selection,"account.journal,type",0,Sale,Venta,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Sale,Venta,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_search,Sale,Venta,
account,selection,"account.tax,type_tax_use",0,Sales,Ventas,
account,selection,"account.tax.template,type_tax_use",0,Sales,Ventas,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_search,Sales,Ventas,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Sales,Ventas,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_onboarding_sale_tax_form,Sales Tax,Impuesto de Ventas,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Sales Tax,Impuesto de Ventas,
account,model,"ir.actions.act_window,name",account.action_open_account_onboarding_sale_tax,Sales tax,Impuesto de venta,
account,model,"ir.model.fields,field_description",account.field_account_invoice__user_id,Salesperson,Vendedor,
account,model,"ir.model.fields,field_description",account.field_account_invoice_report__user_id,Salesperson,Vendedor,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Salesperson,Vendedor,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_report_search,Salesperson,Vendedor,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__match_same_currency,Same Currency Matching,Same Currency Matching,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__match_same_currency,Same Currency Matching,Same Currency Matching,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sample_invoice_step,Sample Invoice,Factura ejemplo,
account,code,addons/account/models/company.py,490,Sample invoice,Sample invoice,
account,code,addons/account/models/company.py,496,Sample invoice line name,Sample invoice line name,
account,code,addons/account/models/company.py,503,Sample invoice line name 2,Sample invoice line name 2,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sample_invoice_step,Sample invoice sent!,Sample invoice sent!,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__sanitized_acc_number,Sanitized Account Number,Número de Cuenta Bancaria,
account,code,addons/account/static/src/xml/account_reconciliation.xml,222,Save and New,Guardar y nuevo,openerp-web
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Save as a new template,Guardar como plantilla nueva,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Save as new template,Grabar como nueva plantilla,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Save this page and come back here to set up the feature.,Salva ésta página y luego regresa para que configures las características habilitadas.,
account,model_terms,"ir.ui.view,arch_db",account.view_account_journal_search,Search Account Journal,Buscar diario contable,
account,model_terms,"ir.ui.view,arch_db",account.view_account_template_search,Search Account Templates,Buscar plantillas de cuentas,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_search,Search Bank Statements,Buscar extractos bancarios,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_line_search,Search Bank Statements Line,Buscar líneas de extractos bancarios,
account,model_terms,"ir.ui.view,arch_db",account.view_account_chart_template_seacrh,Search Chart of Account Templates,Buscar plantillas de Plan contable,
account,model_terms,"ir.ui.view,arch_db",account.view_account_position_filter,Search Fiscal Positions,Search Fiscal Positions,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Search Invoice,Buscar factura,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_line_filter,Search Journal Items,Buscar asientos de diario,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Search Move,Buscar movimientos,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_template_search,Search Tax Templates,Buscar plantillas de impuestos,
account,model_terms,"ir.ui.view,arch_db",account.account_tax_view_search,Search Taxes,Buscar impuestos,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Search Taxes,Buscar impuestos,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_account_id,Second Account,Segunda cuenta,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__second_account_id,Second Account,Segunda cuenta,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_amount_type,Second Amount type,Segundo tipo de importe,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__second_amount_type,Second Amount type,Segundo tipo de importe,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_analytic_account_id,Second Analytic Account,Segunda cuenta analítica,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_analytic_tag_ids,Second Analytic Tags,Second Analytic Tags,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_journal_id,Second Journal,Segundo diario,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_label,Second Journal Item Label,Etiqueta para segundo diario,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__second_label,Second Journal Item Label,Etiqueta para segundo diario,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_tax_id,Second Tax,Segundo impuesto,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__second_tax_id,Second Tax,Segundo impuesto,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_tax_amount_type,Second Tax Amount Type,Second Tax Amount Type,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__force_second_tax_included,Second Tax Included in Price,Second Tax Included in Price,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__force_second_tax_included,Second Tax Included in Price,Second Tax Included in Price,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__second_amount,Second Write-off Amount,Second Write-off Amount,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__second_amount,Second Write-off Amount,Second Write-off Amount,
account,selection,"account.invoice.line,display_type",0,Section,Sección,
account,model_terms,"ir.ui.view,arch_db",account.view_invoice_line_form,Section,Sección,
account,model,"ir.model.fields,field_description",account.field_account_invoice__access_token,Security Token,Token de seguridad,
account,model,"ir.model.fields,help",account.field_account_journal__type,"Select 'Sale' for customer invoices journals.
Select 'Purchase' for vendor bills journals.
Select 'Cash' or 'Bank' for journals that are used in customer or vendor payments.
Select 'General' for miscellaneous operations journals.","Seleccione 'Ventas' para diarios de facturas de cliente.
Seleccione 'Compras' para diarios de facturas de proveedor.
Seleccione 'Caja' o 'Banco' para diarios que se usan para pagos de clientes y proveedores. Seleccione 'General' para diarios que contienen operaciones varias.",
account,code,addons/account/static/src/xml/account_reconciliation.xml,80,Select a partner or choose a counterpart,Seleccione un asociado o elija una contrapartida,openerp-web
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Select an old vendor bill,Select an old vendor bill,
account,model,"ir.model.fields,help",account.field_account_payment_term_line__value,Select here the kind of valuation related to this payment terms line.,Seleccione aquí el tipo de valoración relacionada con esta línea de términos de pago.,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,"Select this if the taxes should use cash basis, which will create an entry for such taxes on a given account during reconciliation.","Seleccione esto si los impuestos deben usar la base de efectivo, que creará una entrada para dichos impuestos en una cuenta determinada durante la reconciliación.",
account,code,addons/account/wizard/account_invoice_state.py,21,Selected invoice(s) cannot be confirmed as they are not in 'Draft' state.,Las facturas seleccionadas no se pueden confirmar ya que no están en estado 'Borrador'.,
account,model,"ir.model.fields,help",account.field_res_partner__invoice_warn,"Selecting the ""Warning"" option will notify user with the message, Selecting ""Blocking Message"" will throw an exception with the message and block the flow. The Message has to be written in the next field.","Si selecciona la opción ""Aviso"" se notificará a los usuarios con el mensaje, si selecciona ""Mensaje de bloqueo"" se lanzará una excepción con el mensaje y se bloqueará el flujo. El mensaje debe escribirse en el siguiente campo.",
account,model,"ir.model.fields,help",account.field_res_users__invoice_warn,"Selecting the ""Warning"" option will notify user with the message, Selecting ""Blocking Message"" will throw an exception with the message and block the flow. The Message has to be written in the next field.","Si selecciona la opción ""Aviso"" se notificará a los usuarios con el mensaje, si selecciona ""Mensaje de bloqueo"" se lanzará una excepción con el mensaje y se bloqueará el flujo. El mensaje debe escribirse en el siguiente campo.",
account,model,"ir.actions.act_window,name",account.invoice_send,Send,Enviar,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Send,Enviar,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Send & Print,Enviar e Imprimir,
account,model_terms,"ir.ui.view,arch_db",account.invoice_form,Send & Print,Enviar e Imprimir,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__invoice_is_email,Send Email,Enviar correo electrónico,
account,code,addons/account/models/account_invoice.py,632,Send Invoice,Enviar factura,
account,code,addons/account/wizard/account_invoice_send.py,76,Send Invoice,Send Invoice,
account,selection,"account.abstract.payment,payment_type",0,Send Money,Enviar dinero,
account,selection,"account.payment,payment_type",0,Send Money,Enviar dinero,
account,selection,"account.register.payments,payment_type",0,Send Money,Enviar dinero,
account,model,"ir.actions.act_window,name",account.account_send_payment_receipt_by_email_action,Send Receipt By Email,Enviar recibo por correo electrónico,
account,model,"ir.actions.act_window,name",account.action_open_account_onboarding_sample_invoice,Send a sample invoice,Enviar una factura ejemplo,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sample_invoice_step,Send an invoice to test the customer portal.,Enviar una factura para probar el portal del cliente.,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sample_invoice_step,Send sample,Enviar prueba.,
account,selection,"account.payment,state",0,Sent,Enviado,
account,model,"ir.model.fields,field_description",account.field_account_invoice__sent,Sent,Enviado,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_search,Sent,Enviado,
account,selection,"res.company,fiscalyear_last_month",0,September,Septiembre,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position_template__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_journal__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_payment_term__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_payment_term_line__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_setup_bank_manual_config__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_tax__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_tax_group__sequence,Sequence,Secuencia,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__sequence,Sequence,Secuencia,
account,code,addons/account/static/src/xml/account_reconciliation.xml,243,Set,Establecer,openerp-web
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_form,Set To Draft,Establecer en borrador,
account,model,"ir.model.fields,help",account.field_account_account_tag__active,Set active to false to hide the Account Tag without removing it.,Establezca active a false para ocultar la etiqueta de cuenta sin eliminarla.,
account,model,"ir.model.fields,help",account.field_account_journal__active,Set active to false to hide the Journal without removing it.,Establezca active a false para ocultar el diario sin eliminarlo.,
account,model,"ir.model.fields,help",account.field_account_tax__active,Set active to false to hide the tax without removing it.,Establezca activo en falso para ocultar el impuesto sin eliminarlo.,
account,model,"ir.model.fields,help",account.field_account_tax_template__active,Set active to false to hide the tax without removing it.,Establezca activo en falso para ocultar el impuesto sin eliminarlo.,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sale_tax_step,Set taxes,Establecer impuestos,
account,model,"ir.model.fields,help",account.field_account_chart_template__visible,"Set this to False if you don't want this template to be used actively in the wizard that generate Chart of Accounts from templates, this is useful when you want to generate accounts of this template only when loading its child template.",Elija Falso si no quiere que se utilice esta plantilla en el asistente que genera el Plan de cuentas a partir de plantillas; esto es útil cuando quiera generar cuentas de esta plantilla sólo al cargar su plantilla hija.,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_form,Set to Draft,Cambiar a borrador,
account,code,addons/account/static/src/xml/account_reconciliation.xml,85,Settings,Settings,openerp-web
account,code,addons/account/static/src/xml/account_reconciliation.xml,124,Settings,Settings,openerp-web
account,model,"ir.actions.act_window,name",account.action_account_config,Settings,Ajustes,
account,model,"ir.actions.act_window,name",account.action_open_settings,Settings,Ajustes,
account,model,"ir.ui.menu,name",account.menu_account_config,Settings,Ajustes,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Settings,Ajustes,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Setup,Configurar,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_bank_account_step,Setup your bank account to sync bank feeds.,Configura los datos de tus bancos para sincronizarlos.,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_chart_of_account_step,Setup your chart of accounts and record initial balances.,Configura tu catálogo de cuentas y registra tu balance inicial.,
account,model_terms,"ir.ui.view,arch_db",account.dashboard_onboarding_company_step,Setup your company's data for reports headers.,Configura los datos de tu compañía y encabezados de los reportes.,
account,model,"ir.actions.server,name",account.model_account_invoice_action_share,Share,Compartir,
account,model,"ir.model.fields,field_description",account.field_account_journal__code,Short Code,Código corto,
account,model,"ir.model.fields,field_description",account.field_account_register_payments__show_communication_field,Show Communication Field,Show Communication Field,
account,model,"res.groups,name",account.group_account_user,Show Full Accounting Features,Mostrar características de contabilidad completas,
account,model,"ir.model.fields,field_description",account.field_account_abstract_payment__show_partner_bank_account,Show Partner Bank Account,Mostrar cuenta bancaria del Contacto,
account,model,"ir.model.fields,field_description",account.field_account_payment__show_partner_bank_account,Show Partner Bank Account,Mostrar cuenta bancaria del Contacto,
account,model,"ir.model.fields,field_description",account.field_account_register_payments__show_partner_bank_account,Show Partner Bank Account,Mostrar cuenta bancaria del Contacto,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Show active taxes,Mostrar impuestos activos,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Show all records which has next action date is before today,Mostrar todos los registros que tienen la próxima fecha de acción antes de hoy,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Show inactive taxes,Mostrar impuestos inactivos,
account,model,"ir.model.fields,field_description",account.field_account_journal__show_on_dashboard,Show journal on dashboard,Mostrar diario en el tablero,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__group_show_line_subtotals_tax_included,Show line subtotals with taxes (B2C),Show line subtotals with taxes (B2C),
account,model,"res.groups,comment",account.group_show_line_subtotals_tax_included,Show line subtotals with taxes included (B2C),Mostrar subtotales de línea con impuestos incluidos (B2C),
account,model,"ir.model.fields,field_description",account.field_res_config_settings__group_show_line_subtotals_tax_excluded,Show line subtotals without taxes (B2B),Mostrar subtotales de línea sin impuestos (B2B),
account,model,"res.groups,comment",account.group_show_line_subtotals_tax_excluded,Show line subtotals without taxes (B2B),Mostrar subtotales de línea sin impuestos (B2B),
account,code,addons/account/static/src/xml/account_reconciliation.xml,113,Skip,Saltar,openerp-web
account,model,"ir.model.fields,help",account.field_account_invoice_send__author_avatar,"Small-sized image of this contact. It is automatically resized as a 64x64px image, with aspect ratio preserved. Use this field anywhere a small image is required.","Imagen de tamaño pequeño de este contacto. Se redimensiona automáticamente a 64x64 px, con el ratio de aspecto preservado. Use este campo donde se requiera una imagen pequeña.",
account,code,addons/account/static/src/js/reconciliation/reconciliation_renderer.js,772,Some fields are undefined,Some fields are undefined,openerp-web
account,model,"ir.model.fields,help",account.field_account_setup_bank_manual_config__bank_bic,Sometimes called BIC or Swift.,Algunas veces llamado BIC o Swift,
account,model,"ir.model.fields,field_description",account.field_account_invoice__origin,Source Document,Documento origen,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__origin,Source Document,Documento origen,
account,model,"ir.model.fields,field_description",account.field_account_invoice__source_email,Source Email,fuente del correo electrónico,
account,model,"ir.model.fields,help",account.field_account_cash_rounding__strategy,Specify which way will be used to round the invoice amount to the rounding precision,Especifique qué modo se utilizará para redondear el importe de la factura a la precisión de redondeo,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__starred,Starred,Destacado,
account,model,"ir.model.fields,field_description",account.field_account_common_journal_report__date_from,Start Date,Fecha de inicio,
account,model,"ir.model.fields,field_description",account.field_account_common_report__date_from,Start Date,Fecha de inicio,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_year__date_from,Start Date,Fecha de inicio,
account,model,"ir.model.fields,field_description",account.field_account_print_journal__date_from,Start Date,Fecha de inicio,
account,model,"ir.model.fields,help",account.field_account_fiscal_year__date_from,"Start Date, included in the fiscal year.","Start Date, included in the fiscal year.",
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__balance_start,Starting Balance,Saldo inicial,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__cashbox_start_id,Starting Cashbox,Caja inicial,
account,model_terms,"ir.ui.view,arch_db",account.view_account_payment_search,State,Estado,
account,model,"ir.model.fields,field_description",account.field_res_company__account_dashboard_onboarding_state,State of the account dashboard onboarding panel,State of the account dashboard onboarding panel,
account,model,"ir.model.fields,field_description",account.field_res_company__account_invoice_onboarding_state,State of the account invoice onboarding panel,State of the account invoice onboarding panel,
account,model,"ir.model.fields,field_description",account.field_res_company__account_setup_bank_data_state,State of the onboarding bank data step,State of the onboarding bank data step,
account,model,"ir.model.fields,field_description",account.field_res_company__account_setup_coa_state,State of the onboarding charts of account step,State of the onboarding charts of account step,
account,model,"ir.model.fields,field_description",account.field_res_company__account_setup_fy_data_state,State of the onboarding fiscal year step,State of the onboarding fiscal year step,
account,model,"ir.model.fields,field_description",account.field_res_company__account_onboarding_invoice_layout_state,State of the onboarding invoice layout step,State of the onboarding invoice layout step,
account,model,"ir.model.fields,field_description",account.field_res_company__account_onboarding_sale_tax_state,State of the onboarding sale tax step,State of the onboarding sale tax step,
account,model,"ir.model.fields,field_description",account.field_res_company__account_onboarding_sample_invoice_state,State of the onboarding sample invoice step,State of the onboarding sample invoice step,
account,model,"ir.model.fields,help",account.field_account_move_line__parent_state,State of the parent account.move,Estado del padre de account.move,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__statement_id,Statement,Extracto,
account,model,"ir.model.fields,field_description",account.field_account_move_line__statement_id,Statement,Extracto,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Statement,Extracto,
account,code,addons/account/models/account_bank_statement.py,248,"Statement %s confirmed, journal items were created.","Extracto %s confirmado, se crearon los asientos.",
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_line_form,Statement Line,Línea de extracto,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__line_ids,Statement lines,Líneas de extracto,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_form,Statement lines,Líneas de extracto,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_line_tree,Statement lines,Líneas de extracto,
account,model_terms,"ir.ui.view,arch_db",account.account_journal_dashboard_kanban_view,Statements,Extractos,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_tree,Statements,Extractos,
account,model_terms,"ir.ui.view,arch_db",account.view_move_line_form,States,Estados,
account,model,"ir.model.fields,field_description",account.field_account_fiscal_position__states_count,States Count,Cuenta de Estados,
account,code,addons/account/controllers/portal.py,41,Status,Estado,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement__state,Status,Estado,
account,model,"ir.model.fields,field_description",account.field_account_bank_statement_line__state,Status,Estado,
account,model,"ir.model.fields,field_description",account.field_account_invoice__state,Status,Estado,
account,model,"ir.model.fields,field_description",account.field_account_move__state,Status,Estado,
account,model,"ir.model.fields,field_description",account.field_account_payment__state,Status,Estado,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_filter,Status,Estado,
account,model_terms,"ir.ui.view,arch_db",account.view_account_invoice_report_search,Status,Estado,
account,model_terms,"ir.ui.view,arch_db",account.view_account_move_filter,Status,Estado,
account,model_terms,"ir.ui.view,arch_db",account.view_bank_statement_search,Status,Estado,
account,model,"ir.model.fields,help",account.field_account_invoice__activity_state,"Status based on activities
Overdue: Due date is already passed
Today: Activity date is today
Planned: Future activities.","Estado basado en actividades
Vencida: la fecha tope ya ha pasado
Hoy: La fecha tope es hoy
Planificada: futuras actividades.",
account,model_terms,"ir.ui.view,arch_db",account.onboarding_bank_account_step,Step Completed!,Listo!,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_fiscal_year_step,Step Completed!,Listo!,
account,model_terms,"ir.ui.view,arch_db",account.onboarding_sale_tax_step,Step Completed!,Listo!,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__subject,Subject,Asunto,
account,model_terms,"ir.ui.view,arch_db",account.account_invoice_send_wizard_form,Subject...,Asunto...,
account,model,"ir.model.fields,field_description",account.field_account_cashbox_line__subtotal,Subtotal,Subtotal,
account,model_terms,"ir.ui.view,arch_db",account.invoice_form,Subtotal,Subtotal,
account,model,"ir.model.fields,field_description",account.field_account_invoice_send__subtype_id,Subtype,Subtipo,
account,selection,"account.reconcile.model.template,rule_type",0,Suggest a write-off.,Suggest a write-off.,
account,code,addons/account/models/chart_template.py,985,Suggest a write-off.,Suggest a write-off.,
account,selection,"account.reconcile.model,rule_type",0,Suggest counterpart values.,Suggest counterpart values.,
account,code,addons/account/models/account_reconcile_model.py,20,Suggest counterpart values.,Suggest counterpart values.,
account,model_terms,"ir.ui.view,arch_db",account.res_config_settings_view_form,Supplier Payments,Pagos a proveedores,
account,model,"ir.model.fields,field_description",account.field_account_account__tag_ids,Tags,Etiquetas,
account,model,"ir.model.fields,field_description",account.field_account_tax__tag_ids,Tags,Etiquetas,
account,model_terms,"ir.ui.view,arch_db",account.account_tag_view_form,Tags,Etiquetas,
account,model,"ir.actions.act_window,name",account.action_cash_box_out,Take Money Out,Sacar dinero,
account,model_terms,"ir.ui.view,arch_db",account.cash_box_out_form,Take Money Out,Sacar dinero,
account,model,"ir.model.fields,field_description",account.field_account_common_journal_report__target_move,Target Moves,Movimientos destino,
account,model,"ir.model.fields,field_description",account.field_account_common_report__target_move,Target Moves,Movimientos destino,
account,model,"ir.model.fields,field_description",account.field_account_print_journal__target_move,Target Moves,Movimientos destino,
account,code,addons/account/static/src/xml/account_reconciliation.xml,185,Tax,Impuesto,openerp-web
account,model,"ir.model,name",account.model_account_tax,Tax,Impuesto,
account,model,"ir.model.fields,field_description",account.field_account_invoice__amount_tax,Tax,Impuesto,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__tax_id,Tax,Impuesto,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__tax_id,Tax,Impuesto,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__tax_id,Tax,Impuesto,
account,model_terms,"ir.ui.view,arch_db",account.account_tax_view_search,Tax,Impuesto,
account,model_terms,"ir.ui.view,arch_db",account.view_account_reconcile_model_form,Tax,Impuesto,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Tax,Impuesto,
account,code,addons/account/models/chart_template.py,294,Tax %.2f%%,Impuesto %.2f%%,
account,code,addons/account/models/chart_template.py,296,Tax %.2f%%,Impuesto %.2f%%,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__account_id,Tax Account,Cuenta de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax__account_id,Tax Account,Cuenta de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__account_id,Tax Account,Cuenta de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax__refund_account_id,Tax Account on Credit Notes,Cuenta de impuestos en notas de crédito,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__refund_account_id,Tax Account on Refunds,Cuenta de impuestos en devoluciones,
account,model,"ir.actions.act_window,name",account.tax_adjustments_form,Tax Adjustments,Ajustes de Impuesto,
account,model,"ir.ui.menu,name",account.menu_action_tax_adjustment,Tax Adjustments,Ajustes de Impuesto,
account,model,"ir.model,name",account.model_tax_adjustments_wizard,Tax Adjustments Wizard,Tax Adjustments Wizard,
account,model,"ir.model.fields,field_description",account.field_account_invoice_line__price_tax,Tax Amount,Importe impuesto,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__amount,Tax Amount,Importe impuesto,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Tax Amount,Importe impuesto,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__tax_amount_type,Tax Amount Type,Tax Amount Type,
account,model_terms,"ir.ui.view,arch_db",account.view_account_tax_search,Tax Application,Aplicación del impuesto,
account,model,"ir.model.fields,field_description",account.field_res_company__tax_calculation_rounding_method,Tax Calculation Rounding Method,Método de redondeo del cálculo de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_move__tax_cash_basis_rec_id,Tax Cash Basis Entry of,Impuesto de base de efectivo de entrada,
account,model,"ir.model.fields,field_description",account.field_res_config_settings__tax_cash_basis_journal_id,Tax Cash Basis Journal,Impuestos Diario de base de efectivo,
account,model,"ir.model.fields,field_description",account.field_account_tax__amount_type,Tax Computation,Cálculo de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__amount_type,Tax Computation,Cálculo de impuestos,
account,model_terms,"ir.ui.view,arch_db",account.report_journal,Tax Declaration,Declaración de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_invoice_tax__name,Tax Description,Descripción de impuesto,
account,model,"ir.model.fields,field_description",account.field_account_tax__tax_exigibility,Tax Due,Impuestos vencidos,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__tax_exigibility,Tax Due,Impuestos vencidos,
account,model_terms,"ir.ui.view,arch_db",account.invoice_supplier_tree,Tax Excluded,Impuesto no incluido,
account,model_terms,"ir.ui.view,arch_db",account.invoice_tree,Tax Excluded,Impuesto no incluido,
account,model,"ir.model,name",account.model_account_tax_group,Tax Group,Grupo de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax__tax_group_id,Tax Group,Grupo de impuestos,
account,model,"ir.model.fields,field_description",account.field_account_tax_template__tax_group_id,Tax Group,Grupo de impuestos,
account,code,addons/account/static/src/xml/account_reconciliation.xml,212,Tax Included in Price,Tax Included in Price,openerp-web
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model__force_tax_included,Tax Included in Price,Tax Included in Price,
account,model,"ir.model.fields,field_description",account.field_account_reconcile_model_template__force_tax_included,Tax Included in Price,Tax Included in Price,
account,model,"ir.model.fields,field_description",account.field_account_invoice__tax_line_ids,Tax Lines,Líneas del impuesto,
